id,question,age,native,time_start,time_taken,sel_words,rating,time,correct_answer,text,num_correct,time_seconds,file_name,N_word,V_word,N_lemma,V_lemma,C,punct,let,N,syl,sent,word_long,word_long_pr,lemma_long,lemma_long_pr,comma_pr,ASL,ASS,ASW,ACW,L,S,TTR_word,TTR_lemma,YulesK_word,YulesK_lemma,YulesI_word,YulesI_lemma,hapax1_pr,hapax2_pr,FRE_GL,SMOG,ARI,DCI,CLI,Func_word_pr,Verb_pr,Noun_pr,Adj_pr,Prop_pr,Autosem_pr,Nouns_pr,NVR,Cconj_pr,Sconj_pr,Adjs_pr,Prtf_pr,Prts_pr,Npro_pr,Pred_pr,Grnd_pr,Infn_pr,Numr_pr,Prcl_pr,Prep_pr,Comp_pr,Pos_ngrams_1_pr,Pos_ngrams_2_pr,Pos_ngrams_3_pr,Pos_ngrams_4_pr,Pos_ngrams_5_pr,Pos_ngrams_6_pr,Pos_ngrams_7_pr,Pos_ngrams_8_pr,Pos_ngrams_9_pr,Pos_ngrams_10_pr,Pos_ngrams_11_pr,Pos_ngrams_12_pr,Dyn_Stat,Zipf_0_pr,Zipf_1_pr,Zipf_2_pr,Zipf_3_pr,Zipf_4_pr,Zipf_5_pr,Zipf_6_pr,Zipf_7_pr,Zipf_8_pr,Word_form,Gen_pr,Ablt_pr,datv,nomn,loct,Adjif_pr,Neut_pr,Inan_pr,P1_pr,P3_pr,Pres_pr,Futr_pr,Past_pr,Impf_pr,Perf_pr,Pssv_prtf_pr,Pssv_prts_pr,Sja_verb_pr,Yavl_pr,Textdeixis_pr,Sokr_pr,Abbr_pr,FZ_pr,Term_pr,Abstr_pr,Deont_pr,Prep_mw_pr,Conj_mw_pr,LVC_pr,Acl_pr,Aclrelcl_pr,Advcl_pr,Advmod_pr,Amod_pr,Appos_pr,Auxpass_pr,Cc_pr,Ccomp_pr,Compound_pr,Conj_pr,Cop_pr,Csubj_pr,Csubjpass_pr,Discourse_pr,Mark_pr,Nsubj_pr,Nsubjpass_pr,Nummod_pr,Orphan_pr,Parataxis_pr,Xcomp_pr,Cohes_1,Cohes_2
195,23,2,1,2023-09-30 20:51:32,2023-09-30 20:52:32,оплата_страна,2,0 days 00:01:00,остров_страна,"В настоящий момент участниками обмена являются 95 стран. Обмен будет осуществляться между теми странами, которые обоюдно уведомят ОЭСР о своем желании начать обмен информацией (существует опция по добровольной односторонней передаче информации). Вот некоторые из стран-участниц: Британские Виргинские острова, Кипр, Бермуды, Чехия, Швейцария, Гибралтар, Латвия, Лихтенштейн, Люксембург, Литва, Мальта, Нидерланды, Сейшельские острова, Сингапур, Великобритания, Ирландия, Словения, Сент-Китс и Невис. Полный список стран на 30 августа 2017 можно посмотреть ",1,60.0,23,93,71,93,67,552,25,455,8,184,4,22,0.23655913978494625,17,0.1827956989247312,0.03870967741935484,23.25,46.0,1.978494623655914,5.258064516129032,525.8064516129032,4.301075268817204,0.7634408602150538,0.7204301075268817,369.9849693606197,386.1718117701468,14.739766081871345,12.469444444444445,0.6559139784946236,0.021505376344086023,12.65435483870968,20.784343490933107,12.637754032258066,19.40531451612903,7.083978494623658,0.0967741935483871,0.07526881720430108,0.3978494623655914,0.07526881720430108,0.043010752688172046,0.5913978494623656,0.4731182795698925,5.285714285714286,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.03225806451612903,0.0,0.010752688172043012,0.06451612903225806,0.0,0.021505376344086023,0.021505376344086023,0.010752688172043012,0.03225806451612903,0.043010752688172046,0.010752688172043012,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.010752688172043012,0.06451612903225806,0.10752688172043011,0.1935483870967742,0.08602150537634409,0.010752688172043012,0.06451612903225806,0.10752688172043011,0.053763440860215055,0.0,0.27956989247311825,0.03225806451612903,0.11827956989247312,0.0,0.3763440860215054,0.0,0.043010752688172046,0.03225806451612903,0.021505376344086023,0.0,0.043010752688172046,0.03225806451612903,0.0,0.0,0.010752688172043012,0.010752688172043012,0.010752688172043012,0.010752688172043012,0.010752688172043012,0.0,0.5698924731182796,0.03225806451612903,0.010752688172043012,0.0,0.0,0.0,0.0,0.25,0.0,0.25,1.75,0.25,0.0,0.25,0.0,0.0,4.5,0.0,0.25,0.0,0.0,0.0,1.25,0.0,0.75,0.0,0.5,0.0,4,7
196,9153,3,1,2023-10-01 13:01:45,2023-10-01 13:02:04,распоряжение_возврат,3,0 days 00:00:19,новосибирск_возврат,"Возврат билетов производится до времени начала спектакля, концерта, указанного на билете, в кассу Театра по адресу: Новосибирск, Красный проспект,36. Выплата стоимости возвращаемых билетов осуществляется в соответствии с Положением о возврате театральных билетов в Федеральном государственном бюджетном учреждении культуры «Новосибирский государственный академический театр оперы и балета», утв. Приказом от 01.09.2015 года № 177/п.",1,19.0,9153,61,51,61,47,430,9,352,13,143,3,15,0.2459016393442623,12,0.19672131147540983,0.01639344262295082,20.333333333333332,47.666666666666664,2.3442622950819674,6.245901639344262,624.5901639344262,4.918032786885246,0.8360655737704918,0.7704918032786885,102.12308519215262,134.37248051599033,54.1875,34.515625,0.6557377049180327,0.04918032786885246,14.268469945355196,19.819420831172575,18.791368852459016,19.124770491803282,12.301147540983607,0.16393442622950818,0.06557377049180328,0.45901639344262296,0.11475409836065574,0.0,0.6557377049180327,0.5737704918032787,7.0,0.01639344262295082,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14754098360655737,0.0,0.0,0.03278688524590164,0.0,0.01639344262295082,0.09836065573770492,0.01639344262295082,0.11475409836065574,0.0,0.0,0.01639344262295082,0.01639344262295082,0.0,0.3333333333333333,0.0,0.0,0.01639344262295082,0.0,0.03278688524590164,0.3442622950819672,0.14754098360655737,0.11475409836065574,0.0,0.11475409836065574,0.2459016393442623,0.03278688524590164,0.01639344262295082,0.13114754098360656,0.11475409836065574,0.14754098360655737,0.0,0.4098360655737705,0.0,0.03278688524590164,0.04918032786885246,0.0,0.0,0.04918032786885246,0.0,0.0,0.0,0.03278688524590164,0.0,0.01639344262295082,0.04918032786885246,0.03278688524590164,0.0,0.819672131147541,0.04918032786885246,0.0,0.03278688524590164,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2.6666666666666665,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,2,3
197,941,3,1,2023-10-01 13:01:45,2023-10-01 13:04:16,вопрос_участник,6,0 days 00:02:31,участник_вопрос,"На практике иногда возникает вопрос, как быть, если подпись единственного участника ООО на решении по вопросам, которые относятся к компетенции общего собрания, не засвидетельствована нотариально, а в этом решении единственный участник изложил свою волю не только на увеличение уставного капитала, но и по иным вопросам корпоративного управления — например, о наделении определенного лица полномочиями единоличного исполнительного органа. ",2,151.0,941,65,54,65,50,438,9,373,0,166,1,22,0.3384615384615385,17,0.26153846153846155,0.021538461538461538,65.0,166.0,2.5538461538461537,5.876923076923077,587.6923076923077,1.5384615384615385,0.8307692307692308,0.7692307692307693,123.07692307692311,151.4792899408284,46.285714285714285,31.645569620253166,0.6461538461538462,0.07692307692307693,38.362307692307695,41.51868698186621,29.375269230769234,36.42807692307693,11.454615384615387,0.23076923076923078,0.07692307692307693,0.3076923076923077,0.13846153846153847,0.046153846153846156,0.5846153846153846,0.4461538461538462,4.0,0.03076923076923077,0.015384615384615385,0.0,0.0,0.015384615384615385,0.015384615384615385,0.0,0.0,0.015384615384615385,0.0,0.03076923076923077,0.12307692307692308,0.0,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.07692307692307693,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,1.0,0.0,0.0,0.0,0.046153846153846156,0.07692307692307693,0.18461538461538463,0.27692307692307694,0.2153846153846154,0.046153846153846156,0.13846153846153847,0.2153846153846154,0.015384615384615385,0.046153846153846156,0.1076923076923077,0.07692307692307693,0.16923076923076924,0.015384615384615385,0.26153846153846155,0.0,0.03076923076923077,0.03076923076923077,0.0,0.03076923076923077,0.046153846153846156,0.03076923076923077,0.0,0.0,0.015384615384615385,0.0,0.0,0.03076923076923077,0.046153846153846156,0.0,0.9846153846153847,0.09230769230769231,0.0,0.015384615384615385,0.03076923076923077,0.0,0.0,1.0,1.0,7.0,9.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0,0
198,2925,3,1,2023-10-01 13:01:45,2023-10-01 13:04:41,борьба_отрасль,2,0 days 00:02:56,борьба_отрасль,"Наблюдения и проблемы, затронутые в докладе Антона Иванова, могут склонить чашу весов как в сторону борьбы за «чистоту» отраслей (того же гражданского права), так и в сторону отказа от строго формального деления на отрасли права. В том, что борьба за «чистоту» гражданского права реальна, я сомневаюсь. Недавнее обсуждение на «Закон.ру» другого ",2,176.0,2925,61,46,61,43,342,9,278,0,115,4,9,0.14754098360655737,4,0.06557377049180328,0.01639344262295082,15.25,28.75,1.8852459016393444,4.819672131147541,481.96721311475403,6.557377049180328,0.7540983606557377,0.7049180327868853,123.6226820747111,150.49717817790912,34.68852459016394,24.986486486486488,0.5081967213114754,0.14754098360655737,7.871065573770494,13.311730656290681,8.334674180327866,12.307512295081967,3.883114754098358,0.22950819672131148,0.06557377049180328,0.3770491803278688,0.11475409836065574,0.04918032786885246,0.5737704918032787,0.4918032786885246,5.75,0.01639344262295082,0.03278688524590164,0.01639344262295082,0.01639344262295082,0.0,0.01639344262295082,0.0,0.0,0.01639344262295082,0.0,0.01639344262295082,0.14754098360655737,0.0,0.0,0.0,0.0,0.03278688524590164,0.08196721311475409,0.01639344262295082,0.09836065573770492,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.06557377049180328,0.2459016393442623,0.16393442622950818,0.16393442622950818,0.01639344262295082,0.08196721311475409,0.2786885245901639,0.0,0.0,0.09836065573770492,0.03278688524590164,0.11475409836065574,0.0,0.2786885245901639,0.01639344262295082,0.01639344262295082,0.03278688524590164,0.0,0.01639344262295082,0.03278688524590164,0.03278688524590164,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.04918032786885246,0.0,0.47540983606557374,0.04918032786885246,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.0,0.5,0.0,0.25,0.25,1.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.25,0.25,3,3
199,11646,4,1,2023-10-01 14:34:23,2023-10-01 14:35:50,прекращение_правонарушение,8,0 days 00:01:27,прекращение_правонарушение,"В случае прекращения производства по делу об административном правонарушении, совершенном юридическим лицом и предусмотренном настоящим Кодексом, издержки по делу об административном правонарушении относятся на счет федерального бюджета, а в случае прекращения производства по делу об административном правонарушении, совершенном юридическим лицом и предусмотренном законом субъекта Российской Федерации, - на счет бюджета соответствующего субъекта Российской Федерации.",2,87.0,11646,60,32,60,31,470,7,410,0,171,1,22,0.36666666666666664,20,0.3333333333333333,0.016666666666666666,60.0,171.0,2.85,6.95,695.0,1.6666666666666667,0.5333333333333333,0.5166666666666667,216.66666666666663,222.22222222222223,9.660377358490566,8.81651376146789,0.16666666666666666,0.25,38.349999999999994,41.51868698186621,34.82666666666666,36.620000000000005,17.311666666666667,0.21666666666666667,0.08333333333333333,0.4166666666666667,0.16666666666666666,0.0,0.6666666666666666,0.5833333333333334,5.0,0.05,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11666666666666667,0.0,0.0,0.016666666666666666,0.0,0.0,0.06666666666666667,0.03333333333333333,0.1,0.0,0.0,0.016666666666666666,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.016666666666666666,0.35,0.2833333333333333,0.13333333333333333,0.0,0.16666666666666666,0.23333333333333334,0.08333333333333333,0.08333333333333333,0.0,0.2,0.2,0.0,0.38333333333333336,0.0,0.016666666666666666,0.016666666666666666,0.0,0.03333333333333333,0.016666666666666666,0.03333333333333333,0.0,0.0,0.016666666666666666,0.0,0.016666666666666666,0.06666666666666667,0.0,0.0,1.2166666666666666,0.15,0.0,0.016666666666666666,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0
200,6203,4,1,2023-10-01 14:34:23,2023-10-01 14:36:52,возраст_запрет,8,0 days 00:02:29,возраст_запрет,"Одним из способов такой защиты является содержащийся в части четвертой статьи 261 Трудового кодекса Российской Федерации запрет на увольнение по инициативе работодателя одиноких матерей, воспитывающих ребенка в возрасте до 14 лет, который распространяется и на случаи сокращения численности и штата работников. Не вызывает сомнения, что по своему целевому предназначению этот запрет направлен на защиту трудоправового статуса одинокой матери, воспитывающей ребенка соответствующего возраста.",2,149.0,6203,68,57,68,52,490,6,419,5,183,2,21,0.3088235294117647,15,0.22058823529411764,0.011764705882352941,34.0,91.5,2.6911764705882355,6.323529411764706,632.3529411764706,2.9411764705882355,0.8382352941176471,0.7647058823529411,64.87889273356403,86.50519031141869,79.2439024390244,48.285714285714285,0.5735294117647058,0.16176470588235295,24.01588235294118,28.69861253184873,23.605823529411765,26.329058823529415,13.420000000000002,0.19117647058823528,0.10294117647058823,0.39705882352941174,0.11764705882352941,0.058823529411764705,0.6617647058823529,0.5147058823529411,3.857142857142857,0.029411764705882353,0.014705882352941176,0.0,0.04411764705882353,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.1323529411764706,0.0,0.014705882352941176,0.014705882352941176,0.0,0.07352941176470588,0.058823529411764705,0.014705882352941176,0.058823529411764705,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.4,0.0,0.0,0.0,0.0,0.04411764705882353,0.38235294117647056,0.16176470588235295,0.20588235294117646,0.0,0.10294117647058823,0.4264705882352941,0.014705882352941176,0.058823529411764705,0.08823529411764706,0.014705882352941176,0.19117647058823528,0.0,0.3088235294117647,0.0,0.04411764705882353,0.08823529411764706,0.0,0.014705882352941176,0.08823529411764706,0.014705882352941176,0.0,0.0,0.029411764705882353,0.014705882352941176,0.0,0.0,0.029411764705882353,0.0,0.7352941176470589,0.08823529411764706,0.0,0.029411764705882353,0.0,0.0,2.0,0.5,0.0,0.5,4.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.5,0.0,0.0,0.0,5,3
201,6581,4,1,2023-10-01 14:34:23,2023-10-01 14:37:46,человек_рассмотрение,8,0 days 00:03:23,рассмотрение_правосудие,"Разрешение дела с нарушением правил подсудности (подведомственности) не отвечает и требованию справедливого правосудия, поскольку суд, не уполномоченный на рассмотрение того или иного конкретного дела, не является, по смыслу части 1 статьи 46 и части 1 статьи 47 Конституции Российской Федерации, законным судом, а принятые в результате такого рассмотрения судебные акты не обеспечивают гарантии прав и свобод в сфере правосудия.",1,203.0,6581,68,52,68,51,429,9,356,6,155,1,21,0.3088235294117647,14,0.20588235294117646,0.01764705882352941,68.0,155.0,2.2794117647058822,5.455882352941177,545.5882352941177,1.4705882352941178,0.7647058823529411,0.75,129.75778546712806,134.083044982699,35.578947368421055,32.924050632911396,0.6029411764705882,0.10294117647058823,37.55705882352942,40.56525638571229,27.527235294117652,35.61105882352942,9.16264705882353,0.22058823529411764,0.058823529411764705,0.4117647058823529,0.08823529411764706,0.029411764705882353,0.6176470588235294,0.5,7.0,0.07352941176470588,0.014705882352941176,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.07352941176470588,0.0,0.014705882352941176,0.0,0.0,0.07352941176470588,0.07352941176470588,0.014705882352941176,0.07352941176470588,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.014705882352941176,0.029411764705882353,0.029411764705882353,0.17647058823529413,0.29411764705882354,0.14705882352941177,0.029411764705882353,0.11764705882352941,0.3088235294117647,0.04411764705882353,0.04411764705882353,0.08823529411764706,0.029411764705882353,0.1323529411764706,0.0,0.39705882352941174,0.0,0.04411764705882353,0.04411764705882353,0.0,0.014705882352941176,0.04411764705882353,0.014705882352941176,0.0,0.0,0.014705882352941176,0.014705882352941176,0.0,0.058823529411764705,0.058823529411764705,0.0,0.8529411764705882,0.10294117647058823,0.029411764705882353,0.014705882352941176,0.0,0.0,1.0,0.0,1.0,4.0,5.0,1.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0,0
202,8070,4,1,2023-10-01 14:38:32,2023-10-01 14:39:25,объект_налогообложение,1,0 days 00:00:53,объект_налогообложение,"С учетом приведенных выше норм Закона суд не может согласиться и с утверждением заявителей о том, что упомянутым выше пунктом Инструкции в противоречие с Законом РФ ""О налоге на добавленную стоимость"" расширены объекты налогообложения. Исходя из требований ст. 3 п. 1 данного Закона объектами налогообложения являются обороты по реализации на территории РФ товаров, выполненных работ и оказанных услуг по сдаче имущества в аренду.",2,53.0,8070,71,57,71,53,428,8,358,2,155,3,19,0.2676056338028169,12,0.16901408450704225,0.005633802816901409,23.666666666666668,51.666666666666664,2.183098591549296,5.183098591549296,518.3098591549297,4.225352112676056,0.8028169014084507,0.7464788732394366,67.44693513191827,91.251735766713,67.6875,43.890625,0.5492957746478874,0.15492957746478872,14.581361502347423,22.299749062255362,13.334838028169017,21.232830985915495,6.698169014084513,0.22535211267605634,0.14084507042253522,0.4225352112676056,0.028169014084507043,0.014084507042253521,0.647887323943662,0.4507042253521127,3.0,0.014084507042253521,0.014084507042253521,0.0,0.07042253521126761,0.014084507042253521,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.014084507042253521,0.16901408450704225,0.0,0.014084507042253521,0.014084507042253521,0.0,0.014084507042253521,0.1267605633802817,0.04225352112676056,0.11267605633802817,0.0,0.0,0.04225352112676056,0.028169014084507043,0.028169014084507043,0.2222222222222222,0.0,0.0,0.0,0.014084507042253521,0.056338028169014086,0.30985915492957744,0.16901408450704225,0.16901408450704225,0.014084507042253521,0.1267605633802817,0.2535211267605634,0.07042253521126761,0.04225352112676056,0.08450704225352113,0.04225352112676056,0.028169014084507043,0.0,0.4225352112676056,0.0,0.028169014084507043,0.028169014084507043,0.0,0.08450704225352113,0.04225352112676056,0.09859154929577464,0.0,0.0,0.014084507042253521,0.014084507042253521,0.04225352112676056,0.1267605633802817,0.04225352112676056,0.0,0.8732394366197183,0.09859154929577464,0.014084507042253521,0.028169014084507043,0.0,0.028169014084507043,1.3333333333333333,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0,2
203,5987,4,1,2023-10-01 14:38:32,2023-10-01 14:40:36,запрос_решение,4,0 days 00:02:04,бездействие_решение,"Согласно ч. 3 ст. 201 АПК РФ, в случае, если арбитражный суд установит, что оспариваемый ненормативный правовой акт, решения и действия (бездействие) органов, осуществляющих публичные полномочия, должностных лиц соответствуют закону или иному нормативному правовому акту и не нарушают права и законные интересы заявителя, суд принимает решение об отказе в удовлетворении заявленного требования.",1,124.0,5987,64,52,64,49,393,12,327,4,143,2,21,0.328125,14,0.21875,0.021875,32.0,71.5,2.234375,5.359375,535.9375,3.125,0.8125,0.765625,141.6015625,156.25,38.628571428571426,30.39240506329114,0.640625,0.078125,19.178749999999997,28.69861253184873,16.376312499999997,26.8485,8.052812500000002,0.171875,0.09375,0.359375,0.15625,0.0,0.640625,0.515625,3.8333333333333335,0.0625,0.03125,0.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.046875,0.0,0.046875,0.046875,0.0,0.03125,0.03125,0.0,0.03125,0.0,0.0,0.015625,0.03125,0.0,3.0,0.0,0.0,0.0,0.03125,0.109375,0.203125,0.25,0.078125,0.03125,0.125,0.171875,0.0,0.078125,0.15625,0.046875,0.140625,0.0,0.328125,0.0,0.0625,0.078125,0.015625,0.015625,0.078125,0.03125,0.0,0.0,0.0,0.0,0.0,0.078125,0.046875,0.0,0.953125,0.0625,0.03125,0.015625,0.0,0.03125,1.0,0.0,0.0,0.5,5.5,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0,4
204,6182,4,1,2023-10-01 14:38:32,2023-10-01 14:41:36,заявительница_приговор,4,0 days 00:03:04,заявительница_пересылка,"В этой связи заявительница просит признать не соответствующей статьям 2, 21 (часть 1), 45 (часть 1) и 55 (части 1 и 3) Конституции Российской Федерации часть первую статьи 389.4 ""Сроки апелляционного обжалования приговоров или иных судебных решений"" УПК Российской Федерации, поскольку, по ее утверждению, данная норма не учитывает срок пересылки копии судебного решения для лиц, не находящихся в местах лишения свободы, препятствуя тем самым своевременной подаче апелляционной жалобы.",1,184.0,6182,84,64,84,57,485,16,386,15,164,1,18,0.21428571428571427,17,0.20238095238095238,0.016666666666666666,84.0,164.0,1.9523809523809523,4.976190476190476,497.61904761904765,1.1904761904761905,0.7619047619047619,0.6785714285714286,113.37868480725623,138.88888888888886,40.96,25.992,0.4880952380952381,0.11904761904761904,42.81,37.55983870933065,28.666047619047625,34.76057142857143,6.622380952380954,0.13095238095238096,0.07142857142857142,0.32142857142857145,0.14285714285714285,0.03571428571428571,0.6428571428571429,0.4642857142857143,4.5,0.03571428571428571,0.011904761904761904,0.0,0.03571428571428571,0.0,0.011904761904761904,0.0,0.011904761904761904,0.011904761904761904,0.0,0.03571428571428571,0.047619047619047616,0.0,0.011904761904761904,0.011904761904761904,0.0,0.047619047619047616,0.05952380952380952,0.023809523809523808,0.047619047619047616,0.0,0.0,0.023809523809523808,0.011904761904761904,0.0,0.4,0.0,0.0,0.011904761904761904,0.011904761904761904,0.05952380952380952,0.17857142857142858,0.2619047619047619,0.08333333333333333,0.011904761904761904,0.10714285714285714,0.32142857142857145,0.011904761904761904,0.023809523809523808,0.08333333333333333,0.023809523809523808,0.13095238095238096,0.0,0.30952380952380953,0.0,0.03571428571428571,0.047619047619047616,0.0,0.011904761904761904,0.05952380952380952,0.023809523809523808,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.047619047619047616,0.0,0.6785714285714286,0.08333333333333333,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,11.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,4.0,1.0,0,0
205,3088,3,1,2023-10-01 14:46:13,2023-10-01 14:57:45,бумага_обременение,2,0 days 00:11:32,покупка_бумага,"То есть для того, чтобы сделки стать письменной, не обязательно быть облечённой в бумагу, утверждённую собственноручно подписью контрагентами. Люди совершают покупки через социальные сети, специальные приложения, просто на сайтах. Не ощущая по окончании совершения действий (выбор, оплата) и до получения желаемого (продукта, товара или услуги) бумаги в своих руках, у многих возникает вопрос: «",1,692.0,3088,69,58,69,54,393,16,324,0,140,3,15,0.21739130434782608,8,0.11594202898550725,0.02318840579710145,23.0,46.666666666666664,2.028985507246377,4.956521739130435,495.65217391304344,4.3478260869565215,0.8405797101449275,0.782608695652174,134.42554085276208,151.22873345935727,44.85333333333333,33.51724137931034,0.6521739130434783,0.11594202898550725,12.953478260869566,19.819420831172575,11.066282608695658,18.279000000000003,5.409130434782611,0.21739130434782608,0.13043478260869565,0.30434782608695654,0.043478260869565216,0.043478260869565216,0.5072463768115942,0.34782608695652173,2.3333333333333335,0.028985507246376812,0.014492753623188406,0.0,0.014492753623188406,0.0,0.0,0.0,0.014492753623188406,0.043478260869565216,0.0,0.043478260869565216,0.11594202898550725,0.0,0.028985507246376812,0.014492753623188406,0.0,0.028985507246376812,0.028985507246376812,0.014492753623188406,0.028985507246376812,0.0,0.0,0.0,0.014492753623188406,0.014492753623188406,1.0,0.0,0.0,0.0,0.014492753623188406,0.028985507246376812,0.2463768115942029,0.2608695652173913,0.14492753623188406,0.014492753623188406,0.10144927536231885,0.21739130434782608,0.028985507246376812,0.0,0.07246376811594203,0.057971014492753624,0.11594202898550725,0.0,0.2753623188405797,0.0,0.028985507246376812,0.028985507246376812,0.0,0.014492753623188406,0.07246376811594203,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.07246376811594203,0.0,0.391304347826087,0.057971014492753624,0.0,0.014492753623188406,0.014492753623188406,0.0,1.0,0.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0,3
207,5254,3,1,2023-10-01 14:46:13,2023-10-01 15:00:21,протокол_голосование,2,0 days 00:14:08,протокол_голосование,"КЭГ должен обеспечивать прием как с внешнего носителя информации (флэш-накопитель), так и с АРМ УИК исходных данных для проведения голосования, подготовленных в ГАС ""Выборы"" и содержащих описания электронных бюллетеней, протоколов об итогах голосования, дату голосования, время начала и окончания голосования, номер избирательного участка, участка референдума, сведения о проверяемых контрольных соотношениях данных, внесенных в протокол об итогах голосования.",2,848.0,5254,73,52,73,50,460,15,389,0,167,1,22,0.3013698630136986,17,0.2328767123287671,0.024657534246575342,73.0,167.0,2.287671232876712,5.534246575342466,553.4246575342465,1.36986301369863,0.7123287671232876,0.684931506849315,210.1707637455432,221.4299118033402,20.330827067669173,17.73049645390071,0.5342465753424658,0.0958904109589041,40.126438356164385,41.51868698186621,28.88307534246576,36.56461643835617,9.62890410958904,0.1643835616438356,0.0684931506849315,0.4657534246575342,0.0821917808219178,0.0,0.6301369863013698,0.547945205479452,6.8,0.0273972602739726,0.0136986301369863,0.0,0.0547945205479452,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0821917808219178,0.0,0.0,0.0,0.0,0.0273972602739726,0.1232876712328767,0.0,0.1232876712328767,0.0,0.0,0.0136986301369863,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0547945205479452,0.410958904109589,0.0821917808219178,0.1095890410958904,0.0136986301369863,0.2054794520547945,0.3972602739726027,0.0,0.0,0.0684931506849315,0.0410958904109589,0.0684931506849315,0.0,0.410958904109589,0.0,0.0,0.0273972602739726,0.0,0.0410958904109589,0.0547945205479452,0.0273972602739726,0.0,0.0,0.0,0.0,0.0273972602739726,0.0821917808219178,0.0273972602739726,0.0,0.7123287671232876,0.1506849315068493,0.0136986301369863,0.0,0.0136986301369863,0.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0
